Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
0.232,-0.01746809669,3.466842175,10.74256229,0.01694714651,0.5251346827,-1.176229715
0.234,0.02203623205,3.473507881,10.77824593,0.01185078546,0.5148546696,-1.186247945
0.236,0.07768705487,3.488687038,10.81588268,0.008517206647,0.5037369132,-1.196004272
0.238,0.1252646297,3.499700546,10.84816647,0.006527531426,0.4941550791,-1.203439474
0.24,0.1475307196,3.50363636,10.87337208,0.00415388355,0.4845732152,-1.209949493
0.242,0.1776018888,3.494212866,10.88150311,0.001274090377,0.4705756605,-1.218588829
0.244,0.1938920319,3.493887186,10.89912415,-0.002076941775,0.455722928,-1.227786779
0.246,0.2199026346,3.510263681,10.90654659,-0.005654866807,0.4439943135,-1.235012412
0.248,0.2340188473,3.537988424,10.90744591,-0.006806783844,0.4325798452,-1.241417766
0.25,0.2482308298,3.55637598,10.89718056,-0.006318091881,0.4187917411,-1.248119831
0.252,0.2598379254,3.567322254,10.88191509,-0.005183627829,0.4024380147,-1.256218195
0.254,0.2668481469,3.577378035,10.85111618,-0.003769911127,0.3866427839,-1.265206575
0.256,0.2680260837,3.592336893,10.82255745,-0.002251474652,0.3735702634,-1.273270011
0.258,0.2728240788,3.608923912,10.80116272,-0.0003665191471,0.3628888428,-1.279413581
0.26,0.2636494935,3.614890099,10.76892757,0.002914699726,0.3534989953,-1.284422755
0.262,0.250462234,3.634043932,10.73216248,0.007400196046,0.3427303135,-1.290566206
0.264,0.2310500294,3.645315647,10.6947937,0.01207767799,0.3313856721,-1.296221137
0.266,0.2064759582,3.644750834,10.65045357,0.01619665511,0.3220481575,-1.300113201
0.268,0.1986900121,3.635844231,10.61437702,0.01975712739,0.3144559562,-1.303272247
0.27,0.1797758192,3.622714281,10.56987381,0.02405063622,0.3066368997,-1.306134582
0.272,0.140836522,3.604279041,10.50619698,0.02926917188,0.2977706194,-1.308874726
0.274,0.1169040799,3.5918293,10.48491764,0.033911746,0.2894279361,-1.311562538
0.276,0.08896853775,3.556864262,10.44376659,0.03707079217,0.2838079929,-1.313307881
0.278,0.07009264827,3.542403221,10.40605259,0.03993313387,0.2802649736,-1.313691854
0.28,0.05455906689,3.532979727,10.36284256,0.04298745841,0.276617229,-1.313534737
0.282,0.03407428041,3.511374474,10.32300282,0.04455825686,0.2726029754,-1.312836647
0.284,0.02975513786,3.472167015,10.27489853,0.04455825686,0.2678207755,-1.311597466
0.286,0.01878969558,3.429540873,10.2306633,0.0451865755,0.2630211115,-1.310480475
0.288,0.006330269389,3.403673887,10.18444538,0.04607669264,0.2591813803,-1.309380889
0.29,0.001340752933,3.369417429,10.13520241,0.04581489414,0.2554114759,-1.307670474
0.292,-0.003505111206,3.34382844,10.09499836,0.04349360615,0.251973182,-1.304773211
0.294,-0.007517793216,3.297486067,10.06240845,0.04033455998,0.2499486059,-1.302015662
0.296,-0.01002691686,3.254945993,10.02376556,0.03652974218,0.2488141358,-1.299938679
0.298,-0.008810662664,3.224683285,9.990275383,0.03246312216,0.2483429015,-1.29751265
0.3,-0.02037944458,3.208163261,9.963700294,0.02953097038,0.2491108477,-1.295907021
0.302,-0.03219722211,3.195483685,9.942229271,0.02677335031,0.2503674924,-1.295557857
0.304,-0.0454515256,3.180122375,9.92102623,0.02185152285,0.25213027,-1.295732379
0.306,-0.07281246036,3.17062211,9.895187378,0.01637118869,0.2541199327,-1.296430588
0.308,-0.1082179174,3.177029133,9.867290497,0.01193805225,0.2565110326,-1.29829812
0.31,-0.1474445164,3.198097944,9.846633911,0.007609635592,0.258413434,-1.301265121
0.312,-0.178990528,3.225660086,9.830093384,0.003630284918,0.2591988444,-1.304371834
0.314,-0.2138788253,3.257962704,9.79983139,-0.0001745329209,0.259844631,-1.30753088
0.316,-0.248834163,3.275746822,9.773532867,-0.003298672382,0.2591464818,-1.311021566
0.318,-0.2824966311,3.293166876,9.742054939,-0.006161012221,0.257296443,-1.314337611
0.32,-0.3224893808,3.310730934,9.722039223,-0.008272860199,0.2555860281,-1.317583919
0.322,-0.3414036036,3.303586483,9.694467545,-0.00881391298,0.2536312342,-1.321109533
0.324,-0.3704596162,3.294162989,9.653315544,-0.007452555932,0.2518859208,-1.324443102
0.326,-0.3901303709,3.280027628,9.610297203,-0.004694935866,0.2502278686,-1.327375293
0.328,-0.4178456664,3.260835648,9.569576263,-0.001989675453,0.2476622164,-1.330464482
0.33,-0.4272979796,3.233072519,9.53584671,0.001623156248,0.2431418151,-1.334251881
0.332,-0.4381389022,3.195119619,9.505843163,0.006562437862,0.2372076958,-1.339260936
0.334,-0.42593804,3.161505222,9.474143982,0.01425934024,0.2303660065,-1.346032858
0.336,-0.4228160083,3.11290288,9.443440437,0.02307325229,0.2244318873,-1.351949453
0.338,-0.4127220809,3.07676959,9.416003227,0.03202679008,0.2194751501,-1.356557131
0.34,-0.39067626,3.047866583,9.395402908,0.042620942,0.2124240249,-1.362229466
0.342,-0.3607678711,3.015458822,9.370791435,0.05419247225,0.2032261342,-1.368320704
0.344,-0.3561901748,3.000030518,9.328883171,0.0683645457,0.193173036,-1.374917984
0.346,-0.3564200103,2.98338604,9.290977478,0.08140215278,0.1843591332,-1.380119085
0.348,-0.3462877572,2.962077618,9.252842903,0.09238027781,0.1769763827,-1.383487582
0.35,-0.341030091,2.954339504,9.205916405,0.1041088924,0.1695412844,-1.386454701
0.352,-0.3655179739,2.936239481,9.138102531,0.1161516607,0.1614778638,-1.38797307
0.354,-0.3740604818,2.927649021,9.11516571,0.1311440468,0.1512502283,-1.388583899
0.356,-0.3855430782,2.907221794,9.053827286,0.1473581493,0.140446648,-1.388845801
0.358,-0.3982132077,2.901772499,8.990543365,0.1599419713,0.1303761005,-1.387990594
0.36,-0.3995635509,2.89924407,8.944689751,0.1691747606,0.1209164113,-1.386698961
0.362,-0.3955795765,2.897357702,8.90623951,0.1779886782,0.1117010713,-1.384918809
0.364,-0.4058842063,2.884562969,8.853068352,0.1888271719,0.1003564298,-1.381654978
0.366,-0.4080964625,2.864384413,8.801134109,0.1989326328,0.08976228535,-1.378129482
0.368,-0.4199142456,2.839408159,8.757338524,0.2071356773,0.08133234084,-1.373539209
0.37,-0.4390295446,2.807594299,8.719854355,0.2155307084,0.07253587991,-1.367238522
0.372,-0.4588822722,2.774104118,8.688797951,0.223367244,0.06265731901,-1.360588908
0.374,-0.4838202894,2.731228828,8.659358025,0.2297202349,0.05262167752,-1.35407877
0.376,-0.5170134902,2.676516294,8.629478455,0.2373473197,0.04096287861,-1.345753551
0.378,-0.5385612845,2.636552572,8.594293594,0.2454980165,0.02897246554,-1.336992025
0.38,-0.5557325482,2.587327719,8.567430496,0.2507165372,0.02061233856,-1.330586672
0.382,-0.5724153519,2.55543685,8.548985481,0.2547307909,0.01310742274,-1.324512959
0.384,-0.5891938806,2.529426336,8.513551712,0.2579421997,0.004677482415,-1.317932963
0.386,-0.6209027171,2.495715857,8.487875938,0.2602111399,-0.003473205259,-1.311475277
0.388,-0.6777505875,2.470299006,8.461913109,0.2620611787,-0.01089085452,-1.305366635
0.39,-0.7217081189,2.449641943,8.428701401,0.2640857697,-0.01738347858,-1.30035758
0.392,-0.7351635695,2.427911997,8.391399384,0.2658660114,-0.02254965343,-1.296430588
0.394,-0.7742081881,2.39364624,8.342653275,0.2675240636,-0.02591813914,-1.292294145
0.396,-0.7934097052,2.36142993,8.29254818,0.2697755396,-0.02823942713,-1.288087845
0.398,-0.8095466495,2.352245569,8.234588623,0.2719571888,-0.03043854237,-1.284806728
0.4,-0.8244864345,2.345791101,8.16567421,0.2744355798,-0.03197443113,-1.282834411
0.402,-0.8194969296,2.317405224,8.095380783,0.2773328125,-0.03227113932,-1.281089067
0.404,-0.8120940328,2.303394556,8.019081116,0.2804045975,-0.03303908184,-1.278802752
0.406,-0.8262581825,2.290130615,7.93306303,0.2835461795,-0.0346098803,-1.277231932
0.408,-0.8339962363,2.284279108,7.840493679,0.288607657,-0.03556980938,-1.27532959
0.41,-0.8491850495,2.264914751,7.754627705,0.295414418,-0.03658210114,-1.272345066
0.412,-0.8606675863,2.235925674,7.667239189,0.3022910357,-0.0392000936,-1.268924117
0.414,-0.8817749023,2.204896927,7.591256618,0.3085567653,-0.04248131439,-1.265014648
0.416,-0.9142785668,2.178033829,7.516902924,0.314892292,-0.04602433369,-1.259935737
0.418,-0.9441486597,2.138998985,7.430950642,0.3218910694,-0.05094616115,-1.253774762
0.42,-0.9661944509,2.106715679,7.345439434,0.3288374841,-0.05703736097,-1.247474074
0.422,-0.9888532162,2.080676317,7.244806767,0.3357838988,-0.06457718462,-1.240492821
0.424,-1.014634013,2.058065414,7.147314548,0.3420670927,-0.07237880677,-1.231975555
0.426,-1.025225997,2.038787127,7.051086903,0.3481059074,-0.08093091846,-1.222812533
0.428,-1.02443099,2.011723042,6.931491852,0.3543542027,-0.09072221071,-1.213091135
0.43,-1.060229182,1.994082808,6.813275337,0.360358119,-0.1010196581,-1.20251441
0.432,-1.151160836,1.988844275,6.688183308,0.3650181592,-0.1115090847,-1.191571236
0.434,-1.177573681,1.980703831,6.645231247,0.3697479963,-0.1221032366,-1.179859996
0.436,-1.247043967,1.957709908,6.556052208,0.3757868409,-0.1336747706,-1.167834759
0.438,-1.314483762,1.951485157,6.482722759,0.3817209601,-0.1456477195,-1.155355573
0.44,-1.379606128,1.961674809,6.407525539,0.3872885704,-0.1577777565,-1.142073631
0.442,-1.444287896,1.963772058,6.342441559,0.3920707703,-0.1702917814,-1.128145933
0.444,-1.496778369,1.973779917,6.276782513,0.3965562582,-0.1816887707,-1.114270568
0.446,-1.539672852,1.972151875,6.218096256,0.4002737999,-0.1920211166,-1.100744247
0.448,-1.586532116,1.958667755,6.179032326,0.4020889401,-0.2038020939,-1.087340117
0.45,-1.65426898,1.932417631,6.14574337,0.4025252759,-0.2164906412,-1.074930787
0.452,-1.709412098,1.873146892,6.091069221,0.4014431834,-0.2285857648,-1.063882947
0.454,-1.754040003,1.812429786,6.05790472,0.3997327685,-0.2395115346,-1.054021835
0.456,-1.796618581,1.752546072,6.021829128,0.3974638283,-0.249651894,-1.045277715
0.458,-1.801828384,1.687672734,5.972058773,0.3955788612,-0.2594431937,-1.036987424
0.46,-1.814488888,1.60875988,5.920956612,0.3945142329,-0.2691297829,-1.028871536
0.462,-1.831573844,1.521266222,5.901602268,0.3924896419,-0.279689014,-1.021157265
0.464,-1.829830885,1.454563737,5.886460781,0.3913551867,-0.2896722853,-1.012954235
0.466,-1.812161684,1.384624243,5.878799438,0.3927863538,-0.2987829149,-1.0048908
0.468,-1.806377292,1.326435685,5.882840633,0.3946363926,-0.3088011146,-0.997508049
0.47,-1.8027668,1.262050748,5.892369747,0.3957010508,-0.3188891113,-0.990072906
0.472,-1.793161273,1.18940115,5.911245823,0.3977081776,-0.3277204633,-0.9829519987
0.474,-1.78892839,1.102338433,5.928473949,0.4007450342,-0.3360456824,-0.9753074646
0.476,-1.785126328,1.027553082,5.942504406,0.4035550356,-0.3444930911,-0.9674708843
0.478,-1.780414581,0.9571156502,5.956189632,0.406277746,-0.3536036909,-0.9608037472
0.48,-1.788382411,0.8880764842,5.96152401,0.4095938802,-0.3633251786,-0.9539969563
0.482,-1.783076882,0.8176390529,5.96538353,0.4128401875,-0.3729594052,-0.945217967
0.484,-1.773145795,0.7602930665,5.980122089,0.4163657427,-0.3831870258,-0.9356535673
0.486,-1.765944004,0.7051594257,5.995416164,0.4203276336,-0.3939906359,-0.9260717034
0.488,-1.758426309,0.6709797978,6.003355503,0.4241499007,-0.4050036371,-0.9155473709
0.49,-1.747968435,0.6299335957,6.006151676,0.4282339811,-0.4161213934,-0.9040107131
0.492,-1.73629415,0.5833137035,6.005309105,0.4333652556,-0.426645726,-0.8914094567
0.494,-1.719506145,0.5505802035,5.995435715,0.4392470121,-0.4369257092,-0.8774468303
0.496,-1.715445518,0.512167573,5.985676765,0.4438372254,-0.4477293193,-0.86198318
0.498,-1.714420795,0.4820964634,5.979317665,0.4479213059,-0.4593881071,-0.8449487686
0.5,-1.716709733,0.4621479809,5.968601227,0.4530525804,-0.4717101455,-0.8272860646
0.502,-1.722982407,0.4313489795,5.951554775,0.4583060145,-0.4846255779,-0.809047401
0.504,-1.721507668,0.4005786777,5.918830395,0.4626518786,-0.4996702969,-0.7848920226
0.506,-1.713261962,0.3774602711,5.87933588,0.4656887352,-0.5133537054,-0.7611730099
0.508,-1.710906148,0.3667533994,5.836153984,0.4669104815,-0.525239408,-0.7417474985
0.51,-1.70997715,0.3595995307,5.794580936,0.467102468,-0.5386086106,-0.7199308872
0.512,-1.694903374,0.3339432776,5.749139309,0.4668581188,-0.5525712371,-0.6965434551
0.514,-1.678411961,0.3080475628,5.706215858,0.466125071,-0.5670923591,-0.6721960902
0.516,-1.665368438,0.2810314,5.679553986,0.4645717442,-0.5796238184,-0.6480756402
0.518,-1.657860279,0.2640995979,5.672821522,0.4626693428,-0.5891533494,-0.6243566275
0.52,-1.629522443,0.2414983362,5.650565147,0.4606447518,-0.5980719924,-0.6011437774
0.522,-1.618566513,0.2162826061,5.619469166,0.4585503638,-0.6051928997,-0.5790653229
0.524,-1.619658351,0.1735030115,5.603083134,0.4561243355,-0.609346807,-0.5577723384
0.526,-1.632893443,0.1167316958,5.585902214,0.4522846341,-0.6122964025,-0.5371076465
0.528,-1.659957528,0.06271850318,5.546656609,0.4482005537,-0.6144431829,-0.5170188546
0.53,-1.658089995,-0.02270660922,5.501568794,0.4433834553,-0.6162583232,-0.4980995059
0.532,-1.647680044,-0.1072219312,5.468988895,0.4370130002,-0.61826545,-0.4815712571
0.534,-1.628191233,-0.1863933802,5.41118288,0.4293684363,-0.6193999052,-0.46694538
0.536,-1.624303102,-0.2868923843,5.378602982,0.4205719829,-0.6195394993,-0.4531049132
0.538,-1.652305722,-0.3873722553,5.377587795,0.4119326174,-0.618335247,-0.4405210912
0.54,-1.71927619,-0.5032708049,5.386953831,0.4036946595,-0.6150191426,-0.4294033647
0.542,-1.73865962,-0.6169378757,5.400361538,0.3946538568,-0.6108129025,-0.4201531112
0.544,-1.747135162,-0.7184999585,5.405887127,0.3852814436,-0.6062575579,-0.4119675159
0.546,-1.75603199,-0.8030822873,5.418336868,0.3758043051,-0.6015800834,-0.4042007923
0.548,-1.744329214,-0.8785666227,5.433018208,0.3675139844,-0.5965011716,-0.3979001641
0.55,-1.728642344,-0.9459011555,5.419457436,0.3613006175,-0.590026021,-0.3915471733
0.552,-1.719161391,-1.017669797,5.416785717,0.3559249938,-0.5839173794,-0.3845309317
0.554,-1.721153378,-1.088700891,5.420635223,0.3515442312,-0.5804790258,-0.377584517
0.556,-1.73020339,-1.175342321,5.40166378,0.3484898806,-0.5793969631,-0.370323956
0.558,-1.741628528,-1.279901981,5.385804653,0.3466049433,-0.5808455944,-0.363586992
0.56,-1.769075632,-1.390054345,5.377281189,0.3452261388,-0.5858546495,-0.355802834
0.562,-1.797231436,-1.507245779,5.365357876,0.3446501791,-0.5929581523,-0.3463082314
0.564,-1.829007268,-1.625557661,5.369648457,0.3431491852,-0.6012135744,-0.3364471197
0.566,-1.874564171,-1.76157701,5.360349655,0.3400250375,-0.6111968756,-0.3258180618
0.568,-1.917046905,-1.892558932,5.35248661,0.3381226361,-0.6218782663,-0.3132691383
0.57,-1.93315506,-2.012613773,5.36191988,0.3370230794,-0.6331880093,-0.2980673313
0.572,-1.952394843,-2.122632027,5.364304543,0.3346843421,-0.6466270089,-0.281783402
0.574,-1.972525239,-2.222460985,5.364275932,0.3318394423,-0.6621953845,-0.2647315264
0.576,-1.997310042,-2.323333263,5.374005795,0.3287851214,-0.6783047318,-0.2464230359
0.578,-2.028473139,-2.436914206,5.368298531,0.3256609738,-0.6949726343,-0.2266659141
0.58,-2.047071218,-2.553761005,5.364840984,0.3231128156,-0.7112216949,-0.2053728998
0.582,-2.069624424,-2.652248859,5.363586426,0.3208264112,-0.7269994617,-0.1828057915
0.584,-2.077286005,-2.748610497,5.352017403,0.3179815412,-0.7435102463,-0.1591042131
0.586,-2.089008093,-2.842808008,5.349833965,0.3140021861,-0.7597069144,-0.1343030781
0.588,-2.071923018,-2.942722797,5.340755463,0.3095341325,-0.7757639289,-0.1087514684
0.59,-2.053200483,-3.031059265,5.337068558,0.3045599461,-0.7927285433,-0.08255407214
0.592,-2.029219866,-3.107233047,5.343570709,0.2993763387,-0.8090997338,-0.05675810575
0.594,-1.999091387,-3.168103456,5.356585979,0.2953795195,-0.8230100274,-0.03267256171
0.596,-1.971098423,-3.218219042,5.371717453,0.2909114659,-0.8343721032,-0.009930923581
0.598,-1.923032403,-3.254859924,5.384981155,0.2862514555,-0.8440412283,0.01130973361
0.6,-1.867869973,-3.294316053,5.381897449,0.2824466228,-0.8517555594,0.03227113932
0.602,-1.806865692,-3.312895298,5.382251263,0.2790083289,-0.8574278951,0.05311036855
